id,productoId,cantidad,precio,fecha,empleadoId
vent559,prod019,1,36.00,2024-01-28,emp003
vent560,prod020,4,9.00,2024-01-28,emp007
vent561,prod001,2,24.50,2024-01-29,emp003
vent562,prod002,1,11.50,2024-01-29,emp004
vent563,prod011,1,16.00,2024-01-29,emp010
vent564,prod003,2,28.00,2024-01-29,emp003
vent565,prod004,2,15.50,2024-01-29,emp007
vent566,prod012,4,5.50,2024-01-29,emp010
vent567,prod006,2,13.00,2024-01-29,emp004
vent568,prod007,1,30.00,2024-01-29,emp003
vent569,prod008,2,10.50,2024-01-29,emp007
vent570,prod009,2,32.00,2024-01-29,emp003
vent571,prod013,2,24.00,2024-01-29,emp010
vent572,prod010,3,18.00,2024-01-29,emp004
vent573,prod014,1,9.50,2024-01-29,emp007
vent574,prod015,2,7.50,2024-01-29,emp007
vent575,prod016,1,26.00,2024-01-29,emp003
vent576,prod017,2,21.00,2024-01-29,emp004
vent577,prod005,1,32.00,2024-01-29,emp007
vent578,prod018,2,10.00,2024-01-29,emp004
vent579,prod019,1,36.00,2024-01-29,emp003
vent580,prod020,3,9.00,2024-01-29,emp007
vent581,prod001,1,24.50,2024-01-30,emp003
vent582,prod002,3,11.50,2024-01-30,emp004
vent583,prod011,2,16.00,2024-01-30,emp010
vent584,prod003,1,28.00,2024-01-30,emp003
vent585,prod004,1,15.50,2024-01-30,emp007
vent586,prod012,6,5.50,2024-01-30,emp010
vent587,prod006,3,13.00,2024-01-30,emp004
vent588,prod007,2,30.00,2024-01-30,emp003
vent589,prod008,1,10.50,2024-01-30,emp007
vent590,prod009,1,32.00,2024-01-30,emp003
vent591,prod013,1,24.00,2024-01-30,emp010
vent592,prod010,1,18.00,2024-01-30,emp004
vent593,prod014,2,9.50,2024-01-30,emp007
vent594,prod015,1,7.50,2024-01-30,emp007
vent595,prod016,1,26.00,2024-01-30,emp003
vent596,prod017,3,21.00,2024-01-30,emp004
vent597,prod005,1,32.00,2024-01-30,emp007
vent598,prod018,1,10.00,2024-01-30,emp004
vent599,prod019,1,36.00,2024-01-30,emp003
vent600,prod020,2,9.00,2024-01-30,emp007
vent601,prod001,2,24.50,2024-01-31,emp003
vent602,prod002,2,11.50,2024-01-31,emp004
vent603,prod011,1,16.00,2024-01-31,emp010
vent604,prod003,2,28.00,2024-01-31,emp003
vent605,prod004,2,15.50,2024-01-31,emp007
vent606,prod012,5,5.50,2024-01-31,emp010
vent607,prod006,4,13.00,2024-01-31,emp004
vent608,prod007,1,30.00,2024-01-31,emp003
vent609,prod008,2,10.50,2024-01-31,emp007
vent610,prod009,2,32.00,2024-01-31,emp003
vent611,prod013,2,24.00,2024-01-31,emp010
vent612,prod010,2,18.00,2024-01-31,emp004
vent613,prod014,1,9.50,2024-01-31,emp007
vent614,prod015,2,7.50,2024-01-31,emp007
vent615,prod016,1,26.00,2024-01-31,emp003
vent616,prod017,2,21.00,2024-01-31,emp004
vent617,prod005,1,32.00,2024-01-31,emp007
vent618,prod018,2,10.00,2024-01-31,emp004
vent619,prod019,1,36.00,2024-01-31,emp003
vent620,prod020,3,9.00,2024-01-31,emp007
